name,avg_yearly_rainfall ,geology ,hydrologic_soil_group ,parent_material ,seedling_mortalityl ,soil_drainage_class ,soil_hydric_rating_class ,soil_surface_texture ,surficial_geology ,type_disturbance ,understory_density_class ,vegetation ,wetlands ,years_since_fire ,air_flow_height ,aspect ,available_watersupply_at_100cm ,available_watersupply_at_150cm ,available_watersupply_at_25cm ,available_watersupply_at_50cm ,convergence_index ,convexity ,cross_sectional_curvature ,diffuse_solar_radiation ,direct_duration_solar_radiation ,direct_solar_radiation ,elevation ,general_curvature ,longitudinal_curvature ,ls_factor ,maximal_curvature ,melton_ruggedness_index ,mid_slope_position ,minimal_curvature ,multi_resolution_valley_bottom_flatness ,negative_openness ,normalized_height ,percent_organic_matter ,plan_curvature ,positive_openness ,potential_solar_radiation ,precip_frequency ,prism_tmax_30year ,prism_tmean_30year ,prism_tmin_30year ,sky_view_factor ,slope ,slope_height ,standardized_height ,tangential_curvature ,terrain_view_factor ,topographic_ruggedness_index ,topographic_wetness_index ,total_curvature ,valley_depth ,visible_sky ,wind_effect ,wind_exposition_index ,concavity 
Crambus_agitatellus,6.90432,17.91957,0.17173,9.70363,0.97023,0.44647,1.15801,1.83823,20.19054,0.07734,2.92484,4.02457,1.17031,0.43473,0.05404,0.20243,0,0,0,0.01822,0.15703,0.02498,0.21273,0.22617,0.31327,0.01438,0.00107,0.84299,0.07669,0.00229,0.41874,0.06913,0.06021,0.02921,0,0.0638,0.12991,0.2017,0,0.16161,0.25629,0.14208,0.00338,0.00629,0.43645,0.0115,2.52471,1.39595,0.00494,0.00309,0,21.8389,0.05015,0.40986,1.22388,0.44179,0.02406,0.0117,0
Cryptochironomus_fulvus,4.04645,6.5865,2.43058,4.4247,1.09355,0.13522,0.11196,0.70163,1.98047,1.06548,2.50251,9.69333,0,3.47648,0,2.88941,0.08589,0.18699,0,0.016,0.11492,0.03097,0.19708,1.78667,9.69599,0.64607,0.04135,0.08472,0.29141,0.07523,0.20287,1.57458,0.31344,0.0294,0,2.56616,0.04293,1.47111,0,0.23383,19.79143,1.59341,0,0,0.21614,0.97247,0.86397,0.96412,0.00893,0.98971,0,0.04532,1.3867,1.25772,0.44039,5.18596,2.6026,2.69174,0.16351
Cryptotaenia_canadensis,5.17377,8.40749,2.44306,11.65667,0.09526,0,2.11043,4.53361,17.03816,0.56648,3.5791,8.77896,0,1.02908,0.00402,1.98427,0.81095,0,0,0,0.02417,1.60937,0.41881,0.00329,0.53981,0.01488,0.83006,0.15911,0.00782,0.20375,0.27252,0.21133,0.23059,0.01184,0,13.46532,3.04501,0.01358,0.06776,0.2195,0.02995,0.09538,0.09746,0.01438,0.03694,0.01138,0.23453,0.5975,2.27096,0.18755,0.00279,0,1.49947,0.3284,0.71079,1.55179,1.03121,0.87575,0.86398
Cupido_comyntas,6.60533,19.67394,0.09394,7.45012,0.67041,0.0791,0.18735,1.87088,14.49248,0.01366,4.52077,12.17164,0.07027,2.07897,0.11195,1.13557,0,0.05509,0.013,0,0.37216,0,0.01184,0.02517,0.17295,0.00496,0.00236,0.00739,0.00665,0.31766,0.01071,0.59385,0.21864,0.13556,0,0.56131,0.26867,3.47959,0.03398,1.10748,3.62094,0.1033,1.49227,0,0.1169,0.0204,0.70975,0.2835,0.28383,0.53905,1.11504,10.77027,0.43851,0.17976,0.63208,0.1976,0.78382,0.08759,0
Cuscuta_rostrata,8.22863,5.23446,0.28967,18.01662,0.50455,0.00064,0,3.57047,0.14055,0.02284,6.09959,19.54737,0,0.47563,0.853,0.45776,0.01089,0.41663,0,0.00092,0,0.00108,0.03392,0.01295,1.57566,0.03971,1.21005,0,0.26129,0.0376,0.47799,0.40213,0.15449,0.0141,0,2.1187,0.04125,0.05375,0,6.05331,0.06383,3.69908,4.07263,0,0.26026,0.21229,0.02582,0.3824,0.01509,0.00082,0.01883,0.53713,0.00146,0.16219,1.65187,2.20319,0.84426,9.49073,0
Cyanocitta_cristata,6.0322,4.67456,2.52666,5.35108,1.00127,0.05886,0.02501,0.57056,0.12078,0.84123,0.89726,4.27441,0,2.83936,0.05279,0.79283,0.01206,0.00077,0.00556,0.02307,0.69858,0.25511,0.48364,7.5019,0.90191,0.04019,0.41177,0.11379,0.05247,0.0806,0.21171,0.81561,0.26341,0.36952,0,3.28058,0.51212,5.64799,0.22267,0.31611,5.93912,9.51991,5.54178,12.51196,3.53176,0.02408,0.16023,0.54071,0.12961,0.11335,0.0806,0.48528,0.38906,0.48316,0.79624,1.53273,0.55278,4.87771,0.50998
Cyprinella_galactura,1.15341,23.45213,0.68192,1.8295,0.04083,0.43808,0.32233,0.59635,3.91883,0.25441,0.49251,2.7191,0,1.73411,4.89836,0.12274,0,0.01852,0,0.00278,0.01017,0.94233,0,0.17993,0.69798,0.04615,29.65189,0.11474,0.06456,0.30022,0.18591,0.00196,0.7712,0.0336,0,0.7262,0.90595,0.05881,0.18717,0.303,0.01374,1.17784,8.80085,1.03176,4.31066,0.00553,0.34948,0.33259,0.61178,0.03189,0,0.01614,0.56197,0.54316,0.25191,0.08361,2.25228,1.5383,0.22885
Cystopteris_protrusa,2.7257,4.53551,0.86901,7.33914,0.35689,0.56491,0.12334,1.77659,7.97944,0.0407,1.98007,8.1713,0,1.70469,1.22138,1.61754,0.05215,0.07808,0.06372,0.06868,0.58022,0.5434,0.01193,3.60028,10.24326,0.0952,2.62765,0.18244,0.34574,0.28,0.26931,0.86239,0.22766,0.08292,0,12.80859,1.51936,1.29887,0.08737,0.44341,7.19916,1.7435,0.7038,2.24135,0.64907,0.19889,0.59226,0.50033,0.82473,0.25636,0.49863,0.50215,0.2643,0.31582,1.01825,0.45441,0.8133,3.06011,0.78483
Danthonia_compressa,4.5813,12.97525,0.25518,40.7916,0.07337,0.0409,0.16299,0.53608,2.04717,0.05248,0.29105,5.22481,0,1.95992,0.02494,0.63178,0,0.05298,0,0.00681,0.07344,0.14758,0.08459,1.01456,0.66561,0.2451,0.21639,0.00438,0,0.39767,0.00936,0.0504,2.0861,0.24972,0,0.98719,0.50463,0.1619,0,7.48197,0.8595,1.44214,0.05071,0,0.37678,0.38361,0.87836,0.02212,0.26094,0.22845,0.44714,0.01833,0.54638,0.04834,0.12792,5.33874,0.48319,4.38738,0.01076
Danthonia_spicata,2.98492,10.90477,0.10674,14.64453,1.77771,2.79047,2.052,1.90415,0.33809,2.52555,5.54655,8.67775,0,7.3687,0.14201,2.12854,0,0,0.10953,0,2.0646,2.59935,0.03588,0.09116,0.08855,0,0.13887,0,0.09107,0.00375,0.16286,1.24253,0.3402,0.0482,0,1.81852,0.06107,0.18898,0.16541,0.70988,0.17528,0.73435,3.84442,0.07042,7.99246,0.28052,2.28179,0.76338,0.0708,0.00759,0.26723,0.04135,0.00081,0.2045,4.54568,0.12726,0.63518,4.1019,0.0022
Darapsa_myron,2.119,14.50539,0.06405,7.29446,0,1.51701,0.00971,2.05263,12.79641,0.03258,0.9383,14.79439,2.32942,1.31407,0.00162,0.49845,0.11902,0.00852,0,0.00297,0.11761,0.34104,0,0.43017,0.00567,0.00184,0,0.23398,0,0.27215,0.15749,0.13002,0.49674,0.56215,0,8.18313,0.05237,4.68486,0.00106,0.58855,0.59803,0.10883,3.95332,0.00019,0.07027,4.79436,0.4591,1.79217,4.70939,1.87805,0,0.0787,0.0852,1.64915,2.46054,0.22093,0.4787,0.00058,0.0057
Dasychira_obliquata,10.0326,12.77602,0.13928,3.30267,5.64896,2.19584,0.04834,4.60052,19.29809,0.76138,2.57901,5.3946,2.34202,0.12838,0.13357,2.1674,0,0,0,0,0.29831,0.09781,0.16364,0.27098,0.13207,0.0008,0.14382,0.0027,0.05828,0.01629,0.0212,0.8082,0.19045,0.03164,0,0.48517,0.26744,1.54696,0.00509,0.0454,2.98522,2.11012,1.05497,0.08562,0.52755,0.17593,0.36718,0.03767,0.59049,0,0.00576,13.17624,0.34887,1.09061,1.09379,0.02921,0.12345,0.06245,0
Dasychira_tephra,11.08844,11.64231,0.22326,1.89576,2.84451,0.80422,0.44816,15.19525,14.63229,0.17243,0.99159,10.50074,2.52463,0.53955,0,0.62639,0.21742,0.13171,0.00302,0.45347,0.0327,0,0.19431,0.06896,0.00163,0,0,0,0.05919,0.46742,0.01199,0.13388,1.00773,2.14803,0,0.28481,0.10823,2.68812,0.00066,0.12445,1.40981,1.17202,1.26921,0,0.71093,4.71697,0,0.46536,0.01353,0.13015,0.43234,2.31262,0.48498,2.79451,0.28862,0.86488,0.62308,0.04367,0
Dasylophia_thyatiroides,8.45401,14.44912,0.32267,10.04071,2.75016,0.06129,0.01114,6.78977,2.52837,0.7376,3.38246,8.48674,5.04731,0.26944,0.0403,0.05318,0.36797,0.28662,0.00265,0.00466,1.38871,0.03599,0.36878,0.75751,0,0.00251,1.46802,0.05267,0.0248,0.50675,0.3418,0.98767,1.13161,0.02975,0,2.78136,0.00749,2.41629,0,0.03916,0,0.10969,0.59319,0.01923,0.97961,0.02427,0.40198,1.91018,0.05321,0.00824,0,15.09099,0.05455,2.43976,0.49346,0.46305,0.56576,0.3199,0.04589
Datana_angusii,11.43099,7.38281,0.57537,6.26859,0.26717,3.39961,1.079,0.52665,18.07493,0.39876,1.33576,6.75745,3.98682,0.11126,5.61656,2.52148,0,1.19374,0.01099,0,0.48507,0.00094,0.15374,0.87444,0,0,0.51779,0.00548,0.08899,0.32178,0.49059,0.28489,0.7667,0.07209,0,5.19208,0.01291,2.30581,0.00624,0.06041,0,0.20994,1.52681,1.31963,0.23723,0.01219,0.2702,0.08477,0.52133,0.35163,0.06638,7.93364,0.05316,3.22844,1.12196,0.0222,0.33922,0.12345,0
Datana_drexelii,11.39602,11.16694,0.10504,2.09401,0.33826,1.62868,0.38858,1.90238,20.46501,0.90822,1.38651,4.7852,3.32619,0.07508,0.00715,1.08973,0.01145,0.09142,0,0.0546,0.71827,0.00693,0.40043,0.40215,0.6454,0.03051,0.16602,0.11078,0.15289,0.12604,0.02574,0.72968,0.02932,0.17613,0,0.7397,0.09363,3.33613,0,0.52537,3.3333,0.60499,1.08952,0.25383,0,0.00578,0.69988,6.16692,0.09932,0,0.01689,16.83256,0.00498,0.38443,0.31175,0.32082,0.11181,0.12768,0
Datana_ministra,9.54828,9.71764,4.21482,1.03709,1.07538,0.55705,0.06897,5.51239,17.47287,0.8021,0.94081,5.52459,3.25927,0.05421,0.19312,0.55161,0.08156,0.02531,0,0,0.1894,0.02271,0.90469,0.43682,0.06064,0.01411,0,0.02723,0,0.28568,0.0213,0.09272,1.22862,1.4979,0,0.91183,0.05657,1.93363,0,1.53892,1.01787,0.4598,1.66237,0.15356,2.28696,0.33588,0.31699,2.62251,0.28582,0.18873,0,18.97923,0.00556,0.40185,0.16026,0.02267,0.01227,1.22046,0.00742
Deidamia_inscripta,4.67889,7.73447,0.04422,5.15097,3.75798,1.1552,0.12218,2.07599,26.47948,0.2582,1.18802,7.73745,2.23196,0,0,0.96745,0.06613,2.13975,0.00176,0.02415,0.22675,0.0051,0.00308,0,0.00132,0.00095,0,1.05692,0.1629,0.01877,0.15471,0.01486,0.94914,0,0,6.02145,0.23515,1.2817,0,0.23917,0.36332,0.18609,0.01286,0.00952,0.00049,0.5433,3.67358,2.64803,0.11196,0.08769,0,12.95935,0.30305,1.17697,0.90825,0.60281,0.18978,0.03671,0
Dennstaedtia_punctilobula,4.57366,5.46239,0.30968,7.45915,0.15221,0.36567,3.86412,1.09474,0.90628,0.24033,2.47453,8.88984,0.07661,3.66004,0.91998,0.89928,0.10198,4.94968,0.21501,0.06289,0.06869,0.09051,0.19657,7.77192,0.23915,0.02028,1.76515,0.09975,0.07898,0.31137,0.28623,0.40878,4.0604,0.03676,0,0.61956,0.18885,10.70004,0.09592,0.9328,0.06301,4.03776,3.49404,0.39334,2.19313,0.0248,0.61218,1.19445,0.07648,0.1456,0.18471,0.36486,0.25425,0.18658,1.91739,0.28213,6.02681,3.81039,0.08825
Deparia_acrostichoides,4.87047,8.11717,0.29051,7.90419,0.11616,0.18837,1.35238,1.3874,10.43246,0.02444,4.04931,5.21656,0.00068,0.48671,0.44284,8.79384,1.85084,0.29983,0.00618,0.29022,0.04249,1.20409,0.04765,0.65246,7.99381,0.33013,1.93137,0.02262,0.12268,0.37666,0.40844,1.09951,0.35932,0.21182,0,4.58859,1.61926,2.2476,0.20215,0.48508,5.99056,5.3154,0.35675,0.44718,1.6948,0.13176,0.75547,0.51642,0.51949,0.71665,0.00786,0.67692,0.39987,0.77456,0.47229,0.40536,0.16396,0.33496,0.25334
Desmia_funeralis,5.9464,7.95056,0.77971,14.40793,0.42984,0.51861,1.16975,1.79089,20.02735,0.83157,2.30161,10.69575,0.01076,0.28056,0,0.16546,0,1.00461,0,0,0.11631,0.01685,0.00621,0.92471,0,0,0,0.64458,0.04133,0.12988,0.00501,0.07516,0.27605,0,0,0.39508,0.28029,1.21604,0.01722,0.1525,0.29322,0.08773,0.00529,0.01122,0.03415,0.02836,2.59878,0.79775,0,0.31391,0,20.154,0.09885,0.69719,0.87691,0.52637,0.55015,0.23654,0.08098
Desmodium_nudiflorum,1.34155,16.42865,0.20999,2.14615,0.13836,0.47092,0.22944,2.58877,0.67363,0.1232,2.43781,4.25571,0,4.53053,0.41802,0.63253,0.38719,0.02984,0,0.01949,0.53839,1.36582,0.40162,0.58946,0.41834,0.06388,1.81184,0.35805,0.18056,0.48426,0.11743,0.54628,0.25426,0.20527,0,0.71796,0.14794,5.03629,0.23673,0.15239,0.37514,1.30304,6.63181,27.32022,2.69946,0.20391,0.88092,0.69009,0.22972,0.19964,0.28573,0.21024,0.15888,1.7456,0.63055,0.55937,0.1163,4.08688,0.9839
Desmodium_paniculatum_v_paniculatum,3.35533,8.85062,0.1042,3.52321,0,3.6494,0.29095,4.23371,3.4057,0.35035,0.74611,6.91376,0,4.9223,0.75847,0.37891,0,0.09195,0,0.1305,0.01763,0.04878,0.00192,1.46126,0.10905,0.00098,11.31717,0.00483,0.3774,0.05937,0.03482,1.44709,0.20716,0.86573,0,0.45429,0.22657,3.36604,0.02492,0.40348,0,1.40767,2.48184,0.27685,0.02132,0.01221,0.22476,1.51765,12.39011,0.11094,0,0.04182,0.43215,1.29812,0.35745,1.57357,13.68511,1.94786,0.08657
Desmognathus_conanti,2.14203,4.56718,1.06145,1.61103,1.05667,0.26788,2.74738,1.76506,10.92101,0.44545,0.61932,1.44732,0.20137,2.49898,1.68523,0.82176,0.02405,3.38775,0.00634,0.3094,0.2727,0.57463,1.13484,0.71268,1.94984,0.05444,3.38416,0.68012,0.18779,0.85553,0.01614,0.78638,0.28673,0.01878,0,0.81145,3.94965,0.49833,0.1345,0.6161,0.09321,4.00162,0.57465,0.70308,0.37363,0.00504,0.30402,9.32721,15.61146,0.36428,0.01208,0.6212,1.507,0.62392,1.32817,0.33526,1.28739,7.85666,0.55863
Desmognathus_marmoratus,6.08678,5.2673,3.74611,4.1711,0.1979,0.47397,0.19151,2.83116,4.10401,0.00096,3.67746,5.31461,0,5.36508,0,2.27576,0,1.26089,0.14762,0.0008,0.09019,0.00375,0.03651,0.32696,0.26703,0,0.03423,0.0309,0.04745,0.02482,2.85164,0.18542,0.95584,0.29331,0,2.07342,16.19447,2.29067,0.00118,0.38477,0,1.00447,0.09734,0,0.10217,0.07975,1.51245,12.9758,7.38154,0.02609,0,2.1956,0.06946,1.04137,1.67484,0.06296,0.37663,0.16489,0.02906
Desmognathus_monticola,3.307,3.29467,0.18323,2.78116,0.31606,1.54053,0.08539,1.29118,18.26891,0.52674,1.35089,2.474,0.43549,1.85529,0.75329,1.08148,0.572,0.91977,0.0816,2.49297,0.44023,0.36226,0.14649,1.27959,3.38802,0.11424,4.02378,0.07906,0.47426,0.46461,0.42629,0.40827,0.45183,0.13313,0,2.10849,3.94033,0.12232,1.04421,0.37691,0.48852,3.1781,1.72576,0.50043,0.72053,0.00086,0.69997,4.85493,9.63714,0.96643,0,0.19737,0.54399,1.39687,0.54547,0.59802,1.61103,8.23569,0.70292
Desmognathus_quadramaculatus,1.74009,3.05361,0.72198,4.60714,0.31595,0.21038,1.32895,2.62733,14.54496,0.19786,0.5786,1.72753,0.00195,2.88188,0.13381,1.6587,0.21752,3.79864,0.02078,0.23482,0.71725,0.6653,0.07753,1.25688,1.43159,0.01648,0.31661,0.42186,1.12123,1.38867,0.26593,0.24801,1.08061,1.33339,0,0.48661,7.86086,0.21374,0.37122,0.28303,1.33342,2.00877,0.55256,0.31315,0.87195,0.03661,0.62875,16.16673,4.7664,1.15299,0.02926,0.2906,1.00053,0.98169,0.95247,0.75125,1.49358,5.49514,1.01486
Diacme_adipaloides,8.89944,8.348,0.13839,8.0151,1.17719,0.00021,8.93141,1.67039,14.78506,0.24303,5.63982,7.71841,1.97711,0.24311,2.27953,1.42078,0,0.60689,0,0,0.33297,0,1.00567,1.32992,0.47506,0.0027,0.00304,0.39132,0,0.18221,0.00687,0.02857,2.18058,0.1585,0,0.1213,0.14829,0.90788,0.01348,0.13494,1.22569,0.06315,0.58982,0,0.09027,0,0.75811,0.21885,0.03304,0.20901,0.00151,6.39338,0.21605,9.49996,0.84288,0.19567,0.12432,0.01986,0.00129
Diadophis_punctatus_edwardsii,4.57166,11.87313,0.08995,8.88663,1.59857,0.06475,0.20456,2.29067,8.72335,0.0098,2.53202,8.6078,0.39627,1.77853,1.61265,0.50757,0.03321,3.9612,0.0696,0.04447,0.10346,0.2212,0.35639,1.87074,0.01838,0.01407,0.8199,0.58744,0.42752,0.28635,0.01576,0.3446,0.03669,0,0,0.61961,0.28106,0.64736,0.08307,0.19466,0.03366,4.85379,0.12059,0.11659,11.9514,0.14384,0.46942,0.06662,1.76859,1.20615,0.06665,10.08506,0.09119,0.52486,0.63866,0.26102,1.94042,0.30111,0.57576
Diarsia_jucunda,9.46318,11.48308,0.13778,18.78046,4.83813,0.99928,0.09893,3.88609,4.58085,0.00117,3.51777,4.39979,0,0.33344,0.08726,0.31467,0.00162,0.10321,0.36523,0,3.37239,0.00386,0.11039,5.09618,2.39778,0.0014,0,0.04818,0.00747,1.03082,0.00451,0.24821,0.54917,0.0918,0,0.05985,0.37042,0.04603,0.12186,0.03191,0.16048,0.86784,2.35296,1.17244,0.02552,0.00737,3.48837,5.90566,0.00903,0.00196,0.22721,1.60472,0.0613,2.79941,0.13582,1.56778,1.41639,0.82069,0.39088
Dichanthelium_boscii,1.73481,24.47958,0.0026,2.47006,0,0.76172,0.88941,0.64684,0.88143,0.097,3.87881,7.31146,0.15621,9.80734,0.16429,0.08562,0.03002,0.11847,0.01517,0.01279,0.31929,0.26877,0.15442,0.37067,1.69764,0.12001,2.04461,0.14432,0.00588,0.42688,0.01214,0.30124,0.35699,0.1398,0,1.2526,0.17689,4.60147,0.24674,0.22358,0.61319,0.53778,15.87124,5.38075,2.33347,0.04554,1.43876,0.2677,0.51895,0.20581,0.04775,0.23711,0.99917,1.07557,0.68311,0.34751,0.3597,2.24928,0.38017
Dichanthelium_commutatum,2.00118,19.88889,2.82185,2.10392,0.14566,0.61564,1.05831,0.74244,0.13909,2.79024,2.53771,8.68198,0.01562,15.48487,1.97735,4.4799,0.23246,1.60922,0.00502,0.01015,0.07871,0.11518,0.05162,1.88251,1.73865,0.12368,1.01709,0.01939,0.46476,0.21661,0.04092,0.39121,0.30903,0.30617,0,0.70566,0.14761,0.79803,0.04348,0.97552,0.08634,0.3027,6.07984,18.33102,2.42074,0.08185,0.25808,0.16564,0.12906,0.17085,0.03169,0.10739,0.28096,0.60187,0.62007,0.25351,0.49826,2.67893,0.13401
Dichanthelium_dichotomum_v_dichotomum,4.36692,9.74169,0.42225,7.25036,0.02247,0.58724,0.34301,1.49753,0.4703,0.32552,1.30133,8.22768,0.14981,8.17236,1.70544,0.98792,0.26244,3.65379,0.00941,0.3223,2.20593,0.53157,0.00516,0.7,0.58737,0.11028,0.38642,0.01149,0.04648,1.59939,0.02578,0.20846,0.66368,0.30616,0,2.85459,0.53115,1.0988,0.00435,0.29883,0.00863,3.60186,20.45618,1.8331,0.9139,0.00988,0.1958,1.4336,2.346,0.1257,0.51856,0.54353,1.56512,0.16121,0.78736,0.03931,14.12066,0.3305,0.0134
Dicranodontium_denudatum,2.9199,5.30189,0.1728,3.41304,0.43325,0.05872,0.75106,0.31875,0.2822,0.09344,0.92652,3.71589,0.01498,0.81914,4.92969,0.64428,0.04527,0.36538,0.00828,0.03223,0.24036,0.15943,0.00052,1.3723,0.13348,0.0118,60.81027,0.00747,0.07817,0.28321,0.01916,2.50804,0.27699,0.05251,0,0.44562,0.15462,0.41678,0.00043,0.55966,0.42031,0.62522,6.42298,1.14946,0.34235,1.42108,0.02307,0.47184,0.94226,1.00587,0.09676,0.05794,0.24242,0.18231,0.08047,2.89926,1.77562,0.15566,0.00764
Dicranum_scoparium,9.61779,2.64386,1.86576,14.38044,0.04907,0.05111,0.07511,0.08422,1.01772,0.02638,0.8988,10.83648,0.0015,7.46399,1.14435,0.38634,0.00453,0.03654,0.00083,0.00322,0.10496,0.01645,0.00602,0.14904,0.03592,0.00118,46.90862,0.04196,0.1129,0.15749,0.00227,0.26887,1.01872,0.01537,0,0.35597,0.22123,0.33341,4.00E-05,2.26303,0.05264,0.53989,1.99711,0.1307,0.26721,1.93423,0.13561,0.05139,0.96545,0.12736,0.66608,0.00579,0.51087,0.0375,0.05875,0.31317,0.69772,0.01557,0.00159
Diervilla_sessilifolia,12.41213,9.57863,1.57379,2.4126,0.44703,0.00511,0.00751,0.235,0.10177,0.01185,1.82946,10.24189,1.74978,3.42165,0.39244,0.41435,0.00045,0.00882,0.35344,0.00032,0.16683,0.00164,0.51437,0.83852,0.73941,0.03045,40.02807,0.10117,0.02834,0.01575,0.00023,0.04927,0.46998,0.05149,0,0.06892,0.04006,0.16107,0.02595,1.84986,0.06309,0.62398,11.40069,0.04987,0.11719,0.59064,0.0282,0.41568,0.4247,0.03885,0.09409,0.00058,0.39563,0.13474,0.12456,2.63004,0.22861,0.04942,3.32104
Digrammia_ocellinata,15.94687,13.48264,0.19241,5.48812,11.92886,0.37683,0.0111,1.38944,17.20521,0.77402,1.34752,10.2478,2.75591,0.75276,0.03924,0.88228,0.00577,0.0027,0.04727,0.07446,1.3042,0.00016,0.05697,1.00402,0.07394,0.00607,4.00281,0.0113,0.00283,0.03164,0.00864,0.18127,2.09595,0.1054,0,1.35663,0.00519,1.04033,0.0026,0.39785,1.4678,0.08164,1.14345,0.06186,0.7357,0.12669,1.71627,0.10395,0.04546,0.06175,0.01087,8.31882,0.04214,0.16123,0.24256,0.60164,1.03589,0.05031,0.46403
Dioscorea_villosa,4.84238,30.44266,0.0511,5.14571,1.54203,0.083,0.25344,0.33061,3.71793,0.58617,3.31331,14.64067,0.27559,3.89471,0.115,0.70193,0.12278,0.10159,0.0111,0.01755,0.33964,0.2203,0.40039,2.28744,0.32982,0.16872,3.03785,0.11481,0.11367,0.12329,0.14377,0.87691,0.36473,0.25766,0,1.0959,0.27661,2.88283,0.67367,0.9984,2.38624,7.33754,1.22401,1.38166,3.26281,0.19998,1.2092,1.0832,0.74637,0.13377,0.18789,1.06759,0.34854,1.27765,0.38224,2.41781,0.81897,0.59711,0.15291
Diospyros_virginiana,3.11741,6.27848,2.56482,4.44108,0.98222,3.93793,0.25601,0.40495,0.72895,4.35381,2.00935,6.79582,0.0279,7.28815,0.20356,0.19903,0.03179,0.0929,0.00111,0.02682,0.48707,0.29871,0.21568,0.26539,0.40943,0.04182,0.45917,0.19506,0.11316,0.19439,0.0745,0.21803,0.15161,0.94961,0,1.056,0.14572,0.72029,0.20185,1.38573,0.44133,2.02476,36.88097,8.3358,0.93732,0.18866,0.20741,0.33885,0.0852,1.5377,0.07736,0.42823,0.20352,0.3726,1.70847,0.35702,1.6913,3.51711,0.45221
Diphascon_Diphascon_higginsi,11.61344,8.47932,2.06047,11.14975,0.24859,0.64439,0.35007,2.64224,9.12229,0.5002,3.78417,13.4346,0.00279,1.32089,0.02036,1.60802,0.12364,0.1534,0.06365,0.00268,0.04871,1.12268,0.0225,0.02739,8.17126,0.05915,0.05316,0.01951,0.01512,0.38745,0.12773,0.8349,2.19046,0.10734,0,2.62925,0.01457,1.31319,0.02019,0.15356,0.04447,2.25024,3.69111,0.83652,0.09373,1.76193,0.0522,1.47198,0.17419,0.95314,0.19115,0.04843,0.06688,7.31515,2.52687,0.48633,2.64718,0.37777,1.4788
Diphasiastrum_digitatum,7.5786,4.21901,1.32766,5.43188,0.0766,1.34557,10.87047,1.12452,5.69239,0.10566,4.35861,5.13184,0.10448,2.16287,0.06255,1.22242,0.01236,0.0508,0.00636,0.00027,0.01424,0.77429,0.34907,2.62008,0.83379,0.00592,0.00743,0.00195,0.00526,0.13139,0.11788,0.21204,0.68481,0.03984,0,1.49621,2.28062,4.63244,0.00202,1.55768,0.28286,0.39588,0.36911,0.09813,0.21866,1.25447,1.07219,1.37083,14.61807,0.09735,0.01912,0.09336,0.03932,0.96966,2.57052,0.29935,18.99014,1.54665,0.15352
Diphylleia_cymosa,10.49105,14.49398,0.32545,4.41805,0.14026,0.30367,2.05873,2.03377,7.5752,0.48394,10.14211,9.56581,0.01045,0.84259,0.31834,0.86793,0.01256,0.00905,0.03938,3.00E-05,0.00768,0.21965,0.15262,0.29635,4.9769,0.26573,0.00074,0.0025,0.01805,0.01314,0.01661,1.66162,0.7771,1.52766,0,0.62992,2.55642,0.52876,0.0002,0.15577,0.10527,2.18375,21.80932,0.02507,0.79747,0.83818,0.18058,0.30746,1.96963,0.2272,0.07443,0.04905,0.22908,0.36633,0.75736,0.03753,2.30294,0.16663,0.744
Diplectrona_modesta,2.88729,5.04133,1.66274,4.42439,3.91588,0.26534,0.51467,1.29501,7.97568,0.0964,2.40976,5.01816,0.00104,2.23983,1.54125,1.35814,0.00653,0.45761,0.1105,0.16735,0.17925,3.43097,0.96896,0.12515,8.51413,1.53351,4.53589,1.26429,0.95434,0.31182,0.24536,1.59928,1.09401,0.34459,0,7.25344,1.30034,0.34508,0.23339,0.69923,4.68755,0.56383,2.50542,2.74809,0.33697,0.095,3.55753,0.8752,0.40453,2.04485,0.2727,0.8137,0.12853,1.01446,1.50986,0.30484,0.66021,8.68288,3.58293
Dircaea_liturata,11.86642,14.47357,0.42313,11.36949,3.95522,0.48911,0.2174,5.04235,10.36401,0.03453,2.5961,6.86237,0.0001,1.94077,0.15559,0.2568,0.00065,0.06925,0.10896,0.01673,0.03259,0.35772,0.12405,0.55062,0.90452,0.15335,0.45643,0.15742,0.39763,0.06159,0.14134,1.58539,6.02298,0.23398,0,2.88005,0.13338,2.85601,0.02334,0.073,1.13584,0.25508,0.51025,0.27481,0.33473,1.39845,0.71007,1.88259,0.48705,0.24557,0.02727,0.19387,0.38788,6.24844,3.16023,0.06188,1.2682,0.87971,4.26116
Dolophilodes_distinctus,3.603,7.18913,0.11888,6.77945,3.76653,0.24387,0.08737,1.72951,10.82161,0.16043,1.32138,6.08055,0.00108,1.38429,0.26066,0.89267,0.05563,4.24045,0.0937,0.40193,0.13645,1.85767,0.14432,0.38582,9.14609,1.47622,3.37794,0.4777,1.47176,0.41245,0.04708,0.55986,1.67568,0.30262,0,3.05902,0.57498,0.62078,0.11781,0.77674,3.23292,0.20293,1.85889,0.07401,0.14843,0.14305,2.81084,0.82311,0.3398,2.15087,0.04488,0.32144,0.49699,2.015,2.12908,0.46999,2.43614,13.1701,2.38949
